question,intent
Had ECG for palpitations. Please have a look and assess further steps.,general_info
"I am having the symptoms of frequent urination, dizziness, and white thin cervical mucus. Will I be pregnant?",symptoms
My facial hair is less. Can I take DHEA supplements for beard growth?,general_info
Why does the pulse rate fall in a 4-year-old after administration of Epinephrine?,general_info
Please have a look over MRI and suggest that the fibrotic is still visible on the MRI.,general_info
Why do I get wrinkles on the glans penis after using Lobate cream for pimples?,general_info
Will taking Sibelium for migraine delay the periods?,general_info
I am unable to focus and something is running in my mind. Please help.,general_info
My TSH level is 0. 022. Why do I feel so depressed?,general_info
I am a PCOS patient and my prolactin level is 42. Kindly explain.,general_info
What should I do to treat the constipation in a 8 months old baby?,general_info
Kindly suggest the management for extreme hair fall.,general_info
What is the treatment for chronic dry cough?,symptoms
Is PET scan necessary for epilepsy diagnosis?,general_info
Please explain my chest x-ray report.,general_info
There is white tongue with swollen lymphnodes. Why?,general_info
Can I completely get rid of HBV in six months?,general_info
What causes strain in groin and pain in testicles during exercise?,symptoms
What can be done for sharp pain in tailbone area while sitting or standing up?,symptoms
How can wrist pain with numbness in fingers be treated?,symptoms
Is it normal to have bulging veins in arms and legs with pain?,symptoms
Will penis extender cause shortening of size instead of enlarging?,general_info
Advice some supplements for hair thinning and hair fall.,general_info
I am anxious because I failed in my exams and scared to inform parents. Please help.,general_info
What could be the reason for persistent cough and the feeling of having something in the throat?,symptoms
I feel like something is stuck in my throat associated with acidity. Kindly advice.,general_info
What does it indicate when my T3 and T4 are normal but my TSH is 8. 5?,general_info
"Though I take regular diet, I look very thin. Why?",prevention
"I am suffering from nausea, headache, and chest pain after having cold foods. Why?",emergency
How to differentiate symptoms of testicular cancer from varicocele?,symptoms
My partner came all over me on top of my vagina without protection. What are the chances of conceiving?,general_info
Chemotherapy sessions for breast cancer has been increased to 12. Why?,general_info
I have a bump on my jaws and my teeth seem to be shifting. Do I require a surgery?,general_info
Ramipril is causing dry cough and my doctor replaced it with Amlovas. Is it safe drug?,medication
"Velocity E is 84. 2 cm/s, and the MVA max velocity is 133. 5 cm/s. What does it indicate?",general_info
Please provide some information about factor V Leiden.,general_info
"I am suffering from pain in lower abdomen, penis and testicles. Kindly advice.",symptoms
Will removal of kidney stone improve GFR?,general_info
How can I distinguish that I was bitten by a bat or not?,general_info
How accurate is CMIA test?,general_info
Can PCOS cause vaginal dryness?,general_info
"Kindly suggest the management of acne breakouts on my cheeks, neck and ear.",general_info
Is it advisable to get RCT done in a child?,general_info
My urine and blood tests are negative after taking Nucynta. Why?,general_info
"After lying on stomach for 20 minutes, I get most intense headache. Is this brain aneurysm?",symptoms
Why is there a discomfort in my gums where the wisdom tooth is piercing them?,general_info
I am unable to cure my migraine. Please help with the treatment.,general_info
Are Decdan and Practin good drugs for weight gain?,medication
I got scratched by a nail of the dog. What should I do?,general_info
My penis is paining on retraction with some red dots on the tip. What to do?,symptoms
I have pimples on my penis for the past several years with no pain. Please help.,symptoms
I have itching and a pimple-like stuff that is bleeding a little in my scrotum. What could it be?,symptoms
I am having pain after inguinal hernia and hydocele operation. Please help.,symptoms
Can my cholesterol increase again if I miss Lipitor?,general_info
My anal yeast infection disappears away with cream but comes back when I run out. Kindly advice.,general_info
Kindly suggest medications for massive stress and pain in the neck and shoulder area.,symptoms
I have dark spots on my cheeks close to eyes on both sides. What could it be?,general_info
Can someone get ADHD in their teenage years?,general_info
I am obese and my period flow is not proper. How to reduce my weight?,general_info
"Are hand trembling, chest pain,choking feeling and light-headedness symptoms of panic attack?",emergency
A 5-year-old child has stomach ache around the navel area from time to time?,symptoms
I am suffering from severe stomach pain after having medications for headache. Kindly advice.,symptoms
My sciatica is heavy after a minor herniated disc L4 or L5. Why?,general_info
Which fruits are safe to have to protect self from Nipah virus?,general_info
How to know whether I am going to ovulate in this cycle or not?,general_info
Is it fine to take Coenzyme Q10 and Ashwagandha on the same day?,general_info
I can see white substance globbed together on my stools after having greasy foods. Please advice.,general_info
Painful boil occurred at the site of pilonidal surgery. Is this recurrence of the same?,symptoms
What do to when eye was swollen following a hit?,general_info
"What can be done for dryness, redness and red lines in both eyes?",general_info
Can I take Agathiyar Kuzhambu for kapha vata imbalance?,general_info
What are the ways to avoid sugar in Formula milk for a baby?,prevention
Can Trintellix cause lump in throat?,general_info
I get white discharge in both nipples with small blisters and they are sore to touch?,general_info
Why is there itching with pain while retracting foreskin?,symptoms
